話せる島,オークゾンビ,変身スクロール,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,彷徨う亡霊,防具強化スクロール,サイハの遺産,ハルパスの執念,スロー,,,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,恨みの亡霊,防具強化スクロール,サイハの遺産,ハルパスの執念,スロー,,,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,フローティングアイ,オペイクポーション,フローティングアイ肉,サイハの遺産,ハルパスの執念,カウンターマジック,カーズパラライズ,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,ゴーレム,ストーングローブ,修練者の防具強化スクロール,ハルパスの執念,アデナ,ダイアゴーレム,力を失ったストーングローブ,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,エルダー,メイジスタッフ,精神のアミュレット,変身コントロールリング,ウィズダムポーション,ブルーポーション,ブランクスクロールlv2,修練者の武器強化スクロール,修練者の防具強化スクロール,エボニーワンド,メイプルワンド,ハルパスの執念,アデナ,カウンターマジック,マナドレイン,グレーターリザレクション,,,,,,,,,,,,,,,,,
話せる島,裏切り者エルダー,ソーサリースタッフ,変身コントロールリング,ウィズダムポーション,ブルーポーション,ブランクスクロールlv2,修練者の武器強化スクロール,修練者の防具強化スクロール,エボニーワンド,メイプルワンド,ハルパスの執念,アデナ,カウンターマジック,グレーターリザレクション,,,,,,,,,,,,,,,,,,,
話せる島,ジャイアントスパイダー,グリーンポーション,強化グリーンポーション,祝福されたテレポートスクロール,エボニーワンド,マーブルの遺産,ハルパスの執念,アデナ,イラプション,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,ドレッドスパイダー,グリーンポーション,強化グリーンポーション,祝福されたテレポートスクロール,修練者の武器強化スクロール,修練者の防具強化スクロール,防具強化スクロール,サンダルウッドワンド,マーブルの遺産,ハルパスの執念,アデナ,テイミングモンスター,グレーターヘイスト,ベノムレジスト,,,,,,,,,,,,,,,,,,,
話せる島,ダイアーウルフ,スチールクロウ,グリーンポーション,マーブルの遺産,ハルパスの執念,アイオブドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,
話せる島,ブラックナイト,ハルバード,Tシャツ,タワーシールド,反逆者の盾,マイナーボディベルト,グリーンポーション,ブレイブポーション,修練者の武器強化スクロール,修練者の防具強化スクロール,防具強化スクロール,リダクションアーマー,バウンスアタック,力を失った反逆者の盾,,,,,,,,,,,,,,,,,,,
話せる島,精鋭ブラックナイト,ハルバード,スプリントメイル,タワーシールド,反逆者の盾,マイナーボディベルト,グリーンポーション,ブレイブポーション,防具強化スクロール,ハルパスの執念,アデナ,リダクションアーマー,バウンスアタック,力を失った反逆者の盾,,,,,,,,,,,,,,,,,,,
グルーディオ,赤いオーク,赤いオークのイヤリング,武器強化スクロール,防具強化スクロール,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,スピリッド,マーブルの遺産,ハルパスの執念,アデナ,フルヒール,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,ケパルレ,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,ドワーフウォリアー,ドワヴィッシュソード,ドワヴィッシュアックス,ドワヴィッシュラウンドシールド,ドワヴィッシュアイアンヘルム,ドワヴィッシュクローク,グリーンポーション,マーブルの遺産,ランプメタル,アデナ,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,トロール,スプリントメイル,トロールベルト,ブレイブポーション,ハルパスの執念,アデナ,クリエイトゾンビ,キューブクエイク,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,オーガ,グレートアックス,魔法のヘルム力,スプリントメイル,オーガベルト,グリーンポーション,ブレイブポーション,武器強化スクロール,マーブルの遺産,オーガの血,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,
グルーディオ,亡者の看守,アイアンアックス,腕力のアミュレット,マイナーソウルベルト,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,魂の結晶体,ピュアエリクサー,ハルパスの執念,アデナ,ショックスタン,イラプション,力を失った腕力のアミュレット,,,,,,,,,,,,,,,,,,
グルーディオ,スターク,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,スケルトンアックスマン,モーニングスター,グリーンポーション,強化グリーンポーション,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,ドレスマイティー,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,スケルトンパイクマン,フォチャード,グリーンポーション,強化グリーンポーション,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,スケルトンアーチャー,ダーククロスボウ,グリーンポーション,強化グリーンポーション,エルヴンワッフル,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,ドレスマイティー,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,スパルトイ,グラディウス,ブロンズプレートメイル,グリーンポーション,強化グリーンポーション,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,ブラインドハイディング,アイオブドラゴン,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,ゾンビ,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,グール,呪われた武器強化スクロール,マーブルの遺産,魂の結晶体,ハルパスの執念,アデナ,ベノムレジスト,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,バグベアー,スプリントメイル,グリーンポーション,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,キングバグベアー,魔法のヘルム力,スプリントメイル,グリーンポーション,ブレイブポーション,防具強化スクロール,魂の結晶体,ハルパスの執念,アデナ,ウェポンブレイク,バーニングスピリッツ,,,,,,,,,,,,,,,,,,,,,,
グルーディオ,ブラックナイトチーフ,カーツヘルム,カーツアーマー,カーツグローブ,カーツブーツ,ライトニングエッジ,反逆者の盾,体力のアミュレット,武器強化スクロール.祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,古いスポールダー,ソウルクリスタルブラックナイトチーフ,ピュアエリクサー,ハルパスの執念,アデナ,リダクションアーマー,バウンスアタック,力を失ったカーツヘルム,力を失ったカーツアーマー,力を失ったカーツグローブ,力を失ったカーツブーツ,力を失った指揮官のヘルム,力を失った反逆者の盾,,,,,,,,,
グルーディオ,デス,ダークデュアルブレード,ウィズダムポーション,魂の結晶体,ハルパスの執念,アデナ,モータルボディ,ホラーオブーデス,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,リカント,サイレンスソード,祝福されたサイレンスソード,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,マーブルの遺産,ピュアエリクサー,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,
ケント,ダークロード,レッドクリスタルスタッフ,知識のブーツ,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,スピリットポーション,ハルパスの執念,アデナ,グレータースロー,アブソルートバリア,サンダーグラップ,アバター,,,,,,,,,,,,,,,,,,,
ケント,ディープフラワー,ディープフラワーのつぼみ,ハルパスの執念,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,プレートワーム,エヴァの遺産,プレートワームの毒袋,ハルパスの執念,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,ダークフォレスター,ダークローブ,ダークフォレスターブーツ,ウィズダムポーション,スピリットポーション,ブルーポーション,ブランクスクロールlv4,ダイヤモンド,ダークフォレスターポーション,ハルパスの執念,アデナ,ディケイポーション,グレータースロー,,,,,,,,,,,,,,,,,,,,
ケント,ブラックタイガー,グリーンポーション,強化グリーンポーション,ブレイブポーション,エメラルド,ブラックタイガーの牙,ブラックタイガーの爪,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,
ケント,ヘルバウンド,イビルブラッド,黒い血痕,ルビー,闇の鉱石,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,闇の復讐者,スピリットポーション,修行者の経典,ハルパスの執念,アデナ,ソリッドキャリッジ,ファイナルバーン,サンダーグラップ,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,ブラッディナイト,グレートソード,ブラッドグレートソード,グリーンポーション,ブレイブポーション,スピリットポーション,呪われた武器強化スクロール,サイハの遺産,修行者の経典,ハルパスの執念,アデナ,パニック,,,,,,,,,,,,,,,,,,,,,
ケント,クリムゾンドレイク,プレートメイル,グリーンポーション,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,オーテュ,サファイア,聖地の遺物,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,テューポン,呪われた防具強化スクロール,ダイヤモンド,マーブルの遺産,聖地の遺物,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ケント,ヘルクリーチャー,防具強化スクロール,黒い血痕,闇の鉱石,ハルパスの執念,アデナ,アバター,,,,,,,,,,,,,,,,,,,,,,,,,,
エルフの森,ファングス,ブラインドポーション,エヴァの遺産,きのこの胞子液,ハルパスの執念,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オークの森,オルクス,グレートアックス,古代闘士のガーダー,闘士のアミュレット,ファイヤーリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,フォノストーテム,ピュアエリクサー,ハルパスの執念,アデナ,ショックスタン,力を失った闘士のアミュレット,,,,,,,,,,,,,,,,,,
オークの森,ネクロス,ルチェンハンマー,古代闘士のガーダー,闘士のアミュレット,ファイヤーリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,フォノストーテム,ピュアエリクサー,ハルパスの執念,アデナ,ショックスタン,力を失った闘士のアミュレット,,,,,,,,,,,,,,,,,,
オークの森,ガーストロード,バーサーカーアックス,グローブ,魅力のアミュレット,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,マーブルの遺産,ピュアエリクサー,ハルパスの執念,アデナ,キャンセレーション,サモンモンスター,グレータースロー,エンチャントベノム,ファンタズム,,,,,,,,,,,,,,,,
オークの森,フォノスオークアックス,モーニングスター,ジェネラルブーツ,闘士のアミュレット,ファイヤーリング,フォノストーテム,ハルパスの執念,アデナ,ドレスマイティー,力を失った闘士のアミュレット,,,,,,,,,,,,,,,,,,,,,,,
オークの森,フォノスオークアーチャー,ダーククロスボウ,ビショップクローク,ファイヤーリング,エルヴンワッフル,フォノストーテム,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,
オークの森,フォノスオークソードマン,ロングソード,ジェネラルグローブ,闘士のアミュレット,ファイヤーリング,ブレイブポーション,フォノストーテム,ハルパスの執念,アデナ,力を失った闘士のアミュレット,,,,,,,,,,,,,,,,,,,,,,,
オークの森,フォノスオークシャーマン,メイジスタッフ,ビショップグローブ,ビショップブック,知力のアミュレット,ファイヤーリング,ブルーポーション,ブランクスクロールlv2,フォノストーテム,ハルパスの執念,アデナ,アドバンスドスピリッツ,,,,,,,,,,,,,,,,,,,,,
シルバーナイトタウン,死の亡霊,破壊のデュアルブレード,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,ピュアエリクサー,ハルパスの執念,アデナ,ダンシングブレイズ,エレメンタルファイアー,,,,,,,,,,,,,,,,,,,,,,
シルバーナイトタウン,混沌の亡霊,瞑想のスタッフ,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,ピュアエリクサー,ハルパスの執念,アデナ,ホーリーウォーク,ブリザード,,,,,,,,,,,,,,,,,,,,,,
シルバーナイトタウン,アリゲーター,エヴァの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シルバーナイトタウン,ガースト,グローブ,マーブルの遺産,ハルパスの執念,アデナ,キャンセレーション,サモンモンスター,エンチャントベノム,ファンタズム,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,エルシャベの卵,古代のダークエルフソード,ダークネスデュアルブレード,ダークネスクロウ,ダークネスクロスボウ,古代のエルヴンボウガン,ルナロングボウ,アントクイーンゴールデンウィング,アントクイーンシルバーウィング,ストーングローブ,闘士のアミュレット,光るサイハのアミュレット,賢者のアミュレット,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,高級ダイヤモンド,最高級ダイヤモンド,高級エメラルド,最高級エメラルド,高級ルビー,最高級ルビー,高級サファイア,最高級サファイア,ピュアエリクサー,エリクサー体力,グレースアバター,カウンターバリア,ブレイジングスピリッツ,デストロイ,インパクト,
ウッドベック,サンドワームの砂袋,ダークネスデュアルブレード,ダークネスクロウ,ダークネスクロスボウ,アントクイーンゴールデンウィング,アントクイーンシルバーウィング,ストーングローブ,アイアンゲートル,闘士のアミュレット,光るサイハのアミュレット,賢者のアミュレット,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,高級ダイヤモンド,最高級ダイヤモンド,高級エメラルド,最高級エメラルド,高級ルビー,最高級ルビー,高級サファイア,最高級サファイア,ピュアエリクサー,エリクサー体力,火炎の気,アブソルートブレード,ソウルバリア,デスヒール,アーマーブレイク,アサシン,デスぺラード,タイタンライジング
ウッドベック,リザードマン,グラディウス,スケイルメイル,ブレイブポーション,テレポートスクロール,祝福されたテレポートスクロール,エヴァの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,グリフォン,サイハの遺産,グリフォンの羽,ハルパスの執念,アデナ,ホーリーウォーク,ウィンドシャックル,マインドブレイク,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,サンドワーム,オリハルコンダガー,祝福されたオリハルコンダガー,祝福されたマジックプロテクションリング,祝福されたサモンコントロールリング,祝福された変身コントロールリング,祝福されたテレポートコントロールリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,マーブルの遺産,ピュアエリクサー,ハルパスの執念,サンドワームの砂袋,力を失ったオリハルコンダガー,力を失ったアーマーブレイク,,,,,,,,,,,,,,,,
ウッドベック,エルシャベ,アントクイーンゴールデンウィング,祝福されたアントクイーンゴールデンウィング,アントクイーンシルバーウィング,祝福されたアントクイーンシルバーウィング,祝福されたマジックプロテクションリング,祝福されたサモンコントロールリング,祝福された変身コントロールリング,祝福されたテレポートコントロールリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,マーブルの遺産,ピュアエリクサー,ハルパスの執念,生命の葉,エルシャべの卵,アースクエイク,力を失ったアントクイーンゴールデンウィング,力を失ったアントクイーンシルバーウィング,,,,,,,,,,,,
ウッドベック,ジャイアントガードアント,古代のダークエルフソード,アースリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,マーブルの遺産,ピュアエリクサー,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,シューティングスター,武器強化スクロール,防具強化スクロール,ハルパスの執念,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,砂漠の花,マーブルの遺産,ハルパスの執念,シャドウスリープ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,ジャイアントアント,グリーンポーション,テレポートスクロール,祝福されたテレポートスクロール,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,ジャイアントアントソルジャー,アースリング,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,ジャイアントファイアーアント,魔法のヘルム迅速,アースリング,グリーンポーション,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,バーサーカー,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,砂の墓,マーブルの遺産,黒い血痕,ハルパスの執念,アデナ,モータルボディ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,ホワイトアントの群れ,アースリング,テレポートスクロール,祝福されたテレポートスクロール,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,ジャイアントホワイトアント,魔法のヘルム迅速,アースリング,グリーンポーション,ウィズダムポーション,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,スコーピオン,ダーククロウ,アースリング,ブレイブポーション,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,バーサーカー,ダブルブレイク,,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,サンドスコーピオン,ダークデュアルブレード,魔法のヘルム迅速,アースリング,グリーンポーション,ブレイブポーション,ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,ダブルブレイク,,,,,,,,,,,,,,,,,,,,,,
ウッドベック,バジリスク,バンデッドメイル,アースリング,グリーンポーション,ブレイブポーション,ブルーポーション,ダイヤモンド,最高級ダイヤモンド,マーブルの遺産,ハルパスの執念,アデナ,アースクエイク,アイスランス,,,,,,,,,,,,,,,,,,,,
ギラン,アイドロン,グリーンポーション,高級皮革,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,インプ,マイナーマインドベルト,サイハの遺産,黒い血痕,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,オウルベアー,ブレイブポーション,マーブルの遺産,高級皮革,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,インプエルダー,ソーサリースタッフ,マイナーマインドベルト,サイハの遺産,黒い血痕,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ラットマン,フォチャード,グリーンポーション,高級皮革,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,密林タイガー,ダークマント,グリーンポーション,マーブルの遺産,高級皮革,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ダークエルフ,古代のエルヴンボウガン,エルヴンプレストプレート,機敏のアミュレット,グリーンポーション,エルヴンワッフル,風の涙,ハルパスの執念,アデナ,イレースマジック,トルネード,インビジビリティ,,,,,,,,,,,,,,,,,,,,,
ギラン,サイクロプス,ルチェンハンマー,プレートメイル,ボディベルト,ブレイブポーション,祝福された防具強化スクロール,サイハの遺産,ハルパスの執念,アデナ,ウィークネス,サイレンス,,,,,,,,,,,,,,,,,,,,,,
ギラン,キウィパロット,グリーンポーション,高級皮革,ハルパスの執念,アデナ,イーグルアイ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,リザード,グリーンポーション,高級皮革,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,イビルジャイアントスパイダー,グリーンポーション,強化グリーンポーション,テレポートスクロール,祝福されたテレポートスクロール,エボニーワンド,マーブルの遺産,ハルパスの執念,アデナ,イラプション,,,,,,,,,,,,,,,,,,,,,,,
ギラン,イビルドレッドスパイダー,グリーンポーション,強化グリーンポーション,テレポートスクロール,祝福されたテレポートスクロール,防具強化スクロール,サンダルウッドワンド,マーブルの遺産,ハルパスの執念,アデナ,テイミングモンスター,グレーターヘイスト,ベノムレジスト,,,,,,,,,,,,,,,,,,,,
ギラン,ユカ,グリーンポーション,エヴァの遺産,ハルパスの執念,アデナ,シャドウスリープ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ミカ,グリーンポーション,エヴァの遺産,ハルパスの執念,アデナ,シャドウスリープ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ドッペルゲンガー,マインドベルト,エメラルド,ハルパスの執念,アデナ,パワーグリップ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ドッペルゲンガー人,シルバーロングソード,マインドベルト,ブレイブポーション,エメラルド,ハルパスの執念,アデナ,カウンターディテクション,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ジュラカ,ブレイブポーション,ウィズダムポーション,エメラルド,魔力の糸,ハルパスの執念,アデナ,エンチャントベノム,,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,ブライド,ブルーポーション,ブランクスクロールlv3,エメラルド,サイハの遺産,魔力の糸,ハルパスの執念,アデナ,ウィンドシャックル,,,,,,,,,,,,,,,,,,,,,,,,
ギラン,エート,グリーンポーション,防具強化スクロール,サファイア,マーブルの遺産,魔力の糸,ハルパスの執念,アデナ,水晶クエイク,,,,,,,,,,,,,,,,,,,,,,,,
ハイネ,ジャイアントクロコダイル,魔力のグローブ,ウォーターリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,ピュアエリクサー,ハルパスの執念,アデナ,ウォーターライフ,,,,,,,,,,,,,,,,,,,,,,
ハイネ,クロコダイル,ウォーターリング,グリーンポーション,防具強化スクロール,サファイア,最高級サファイア,魔力の糸,ハルパスの執念,アデナ,ウォーターライフ,ネイチャーズタッチ,,,,,,,,,,,,,,,,,,,,,,
ハイネ,ゲイザー,ブレイブポーション,ウィズダムポーション,ブラインドポーション,サファイア,サイハの遺産,ハルパスの執念,カーズパラライズ,ディジーズ,,,,,,,,,,,,,,,,,,,,,,,,
ハイネ,ラミア緑,ウォーターリング,ソウルベルト,ブルーポーション,テレポートスクロール,祝福されたテレポートスクロール,武器強化スクロール,サファイア,シャイニングスケイル,魔力の糸,アデナ,ウィークネス,,,,,,,,,,,,,,,,,,,,,
ハイネ,ラミア紫,ウォーターリング,ソウルベルト,ブルーポーション,テレポートスクロール,祝福されたテレポートスクロール,武器強化スクロール,サファイア,シャイニングスケイル,魔力の糸,アデナ,ウィークネス,,,,,,,,,,,,,,,,,,,,,
ハイネ,タートルドラゴン,ウォーターリング,ブレイブポーション,防具強化スクロール,魔力の糸,ハルパスの執念,アデナ,アクアプロテクション,,,,,,,,,,,,,,,,,,,,,,,,,
ハイネ,ドッペルゲンガーボス,ドッペルゲンガーアミュレット,ドッペルゲンガーライトリング,ドッペルゲンガーレフトリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,ピュアエリクサー,ハルパスの執念,アデナ,ショックスタン,ブリザード,シェイプチェンジ,パワーグリップ,力を失ったドッペルゲンガーアミュレット,力を失ったドッペルゲンガーライトリング,力を失ったドッペルゲンガーレフトリング,,,,,,,,,,,,,,,
ハイネ,クラブマン,スケイルメイル,ウォーターリング,防具強化スクロール,サファイア,エヴァの遺産,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,
ウェルダン,バンディットボス,ミスリルダガー,祝福されたミスリルダガー,刀,グローブ,ウィンドリング,武器強化スクロール,祝福された武器強化スクロール,防具強化スクロール,祝福された防具強化スクロール,ピュアエリクサー,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,
ウェルダン,バンディットスナイパー,ダーククロスボウ,エンジェルスレイヤー,ウィンドリング,グリーンポーション,エルヴンワッフル,テレポートスクロール,祝福されたテレポートスクロール,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,
ウェルダン,バンディット剣,グラディウス,ウィンドリング,グリーンポーション,強化グリーンポーション,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ウェルダン,バンディットメイス,モーニングスター,ウィンドリング,グリーンポーション,強化グリーンポーション,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,,,
ウェルダン,バンディットキャプテン,ダマスカスソード,ブーツ,ウィンドリング,グリーンポーション,ブレイブポーション,防具強化スクロール,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,,,,,,,
オーレン,精鋭ノームアーチャー,ハンターボウ,魔法のヘルム治癒,呪われたアイアンヘルム,呪われたアイアンアーマー,呪われたアイアングローブ,呪われたアイアンブーツ,呪われたアイアンシールド,エルヴンワッフル,ランプメタル,鋼鉄の原石,ハルパスの執念,アデナ,ドレスデクスタリティー,,,,,,,,,,,,,,,,,,,
オーレン,精鋭ノームソードマン,シルバーロングソード,ジェネラルソード,魔法のヘルム治癒,呪われたアイアンヘルム,呪われたアイアンアーマー,呪われたアイアングローブ,呪われたアイアンブーツ,呪われたアイアンシールド,ブレイブポーション,ランプメタル,鋼鉄の原石,ゴールドピース,ハルパスの執念,アデナ,,,,,,,,,,,,,,,,,,
